10732726;Le_Château_d'Indolence;Histoire
444709;Château_de_Laval;Histoire
422208;Château_des_ducs_de_Bretagne;Histoire
121043;Château_de_Pau;Histoire Culture&Religion
3972868;Cheval_au_Moyen_Âge;Histoire
3978076;Cheval_durant_la_Première_Guerre_mondiale;Histoire
1779053;Le_Cheval_venu_de_la_mer;Histoire
8772088;Les_Chiens_et_les_Loups_(roman);Histoire Culture&Religion
4752661;Noam_Chomsky;Histoire Culture&Religion
1939908;Monsieur_Chouchani;Histoire Culture&Religion
15797;Winston_Churchill;Histoire
815760;Cicéron;Histoire
1628675;Cinéma_sonore;Art&Loisir Histoire
13745974;Cippe_de_Beccut;Histoire
130489;Cité_de_Carcassonne;Histoire
357335;Civilisation_mycénienne;Histoire
2673796;Classe_1_500_tonnes;Histoire
6966488;Classe_Shōkaku;Histoire
797530;Olivier_V_de_Clisson;Histoire
9011783;Catherine_Clive;Art&Loisir Histoire
809117;Thomas_Cochrane_(10e_comte_de_Dundonald);Histoire
389843;Code_de_Hammurabi;Art&Loisir Histoire
9130422;Étienne_Colaud;Art&Loisir Histoire
5030160;Comédie_de_la_Restauration_anglaise;Art&Loisir Histoire
270403;La_Comédie_humaine;Histoire
594261;Comics_underground;Histoire
108372;Compagnie_néerlandaise_des_Indes_orientales;Histoire
1412123;Complexe_funéraire_de_Djéser;Histoire
4014;Composition_de_l'être_dans_l'Égypte_antique;Histoire Culture&Religion
13452246;Comptoirs_italiens_en_mer_Noire_et_en_Méditerranée;Histoire
199151;Conflit_nord-irlandais;Histoire
8273276;Le_Congrès_des_rois;Histoire
11126625;Conquérant_(cheval);Histoire
372034;Conquête_de_l'Ouest;Histoire
624239;Conseil_de_sécurité_nationale_(États-Unis);Histoire
9587830;Conspirations_dans_l'Égypte_antique;Histoire
46123;Constance_II;Histoire
373640;Constantin_IX_Monomaque;Histoire
386716;Constantin_XI_Paléologue;Histoire
486401;Constantin_Ier_(roi_des_Hellènes);Histoire
486469;Constantin_II_(roi_des_Hellènes);Histoire Sport
3572290;Le_Conte_de_deux_cités;Histoire
3689299;Convulsionnaires;Science Histoire Culture&Religion
7549331;Coup_d'État_du_5_juillet_1977_au_Pakistan;Histoire
6879385;Coup_d'État_du_12_octobre_1999_au_Pakistan;Histoire
142842;Coupe_du_monde_de_football_2006;Histoire Sport
10248308;Création_à_Léningrad_de_la_symphonie_no_7_de_Chostakovitch;Histoire
3178213;Giovanni_IV_Crispo;Histoire
7815;Cunéiforme;Histoire
40405;Dahut;Histoire
100729;Nicolas_Dalayrac;Histoire
13230265;DAMS_GD-01;Histoire Sport
1201321;The_Dark_Side_of_the_Moon;Histoire
5698910;Datation_de_la_Bible;Histoire Culture&Religion
847693;David_Copperfield;Histoire
1616752;David_IV_(roi);Histoire Culture&Religion
5842211;David_Golder;Histoire Culture&Religion
618003;David_Ier_(roi_d'Écosse);Histoire
1468899;Défense_des_droits_de_la_femme;Histoire
249080;Léon_Degrelle;Histoire
3193527;Derniers_jours_d'Adolf_Hitler;Histoire
839316;Descente_d'Inanna_aux_Enfers;Histoire Culture&Religion
54070;Paul_Deschanel;Histoire
63098;Royaume_des_Deux-Siciles;Histoire
49717;Deuxième_République_(France);Histoire
43893;Patrick_Dewaere;Art&Loisir Histoire
5796558;Catherine_Dickens;Histoire
1355526;Charles_Dickens;Histoire
5871803;Diptyque_de_Melun;Art&Loisir Histoire Culture&Religion
1447200;Élisabeth_Dmitrieff;Histoire
1660207;Dombey_et_Fils;Histoire
13230302;Dome_F105;Histoire Sport
367200;Dookie;Histoire
3775913;Doric_(paquebot_de_1923);Histoire
7336914;Double_narration_dans_La_Maison_d'Âpre-Vent;Histoire
54409;Paul_Doumer;Histoire
1935096;Draft_1984_de_la_NBA;Histoire Sport
1775591;Dragons_de_la_Garde_impériale;Histoire
